Company/Brand,HeadQuarter,Sector,What it does,Investor,Amount($),Stage,Year
Rays Power Infra,Jaipur,"Energy, Solar",Rays Power Infra is a leading integrated Solar Power Company.,Undisclosed,29239766.0,Venture - Series Unknown,2018
NoPaperForms Solutions Pvt. Ltd.,Delhi,"EdTech, Education, Information Services, SaaS","NoPaperForms is a marketing automation, lead nurture and enrolment management platform for educational institutions",Undisclosed,3980000.0,Series B,2018
Design Cafe,Bengaluru,"Home Decor, Home Improvement, Home Renovation, Home Services, Interior Design, Smart Home","Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",Undisclosed,29239766.0,Series B,2018
Studds Accessories,Faridabad,E-Commerce,Studds Accessories is a scooter accessories service provider in India,Undisclosed,14619883.0,Private Equity,2018
SBI Life,Mumbai,Insurance,SBI Life is one of the life insurance company that offers a range of life insurance plans and policies to protect you and your family.,Undisclosed,742000000.0,Private Equity,2018
Tranzmeo,Cochin,"Artificial Intelligence, Business Intelligence, Industrial Automation, Machine Learning",Tranzmeo Connect : is A Complete Comprehensive Anomaly forensic Solution with Actionable Insights.,Undisclosed,1140351.0,Pre-Seed,2018
LetsTransport,Bengaluru,"Logistics, Transportation, Travel",Lets transport is a logistics solution provider.,Undisclosed,14619883.0,Series B,2018
FabAlley,Noida,"E-Commerce, Fashion, Lifestyle","FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",Undisclosed,8771930.0,Series B,2018
WHR,Pune,"Health Care, Information Technology","WHR is to make affordable healthcare a reality for all. Our vision is to make healthcare services easier, better and more accessible.",Undisclosed,143145.0,Seed,2018
Racetrack,Bengaluru,"Artificial Intelligence, Cloud Computing, Video","Racetrack is a sales and support-focused AI-driven platform designed for education, real estate, and e-commerce sectors.",Undisclosed,5000000.0,Seed,2018
OckyPocky,Haryana,"E-Learning, Internet, Video Games",OckyPocky is a interactive and personalised language learning app for preschool kids.,Undisclosed,1140351.0,Angel,2018
Carmesi,Gurgaon,Health Care,Carmesi is a brand of high-end menstrual-hygiene products in India.,Undisclosed,497076.0,Seed,2018
PivotRoots,Mumbai,"Advertising, Consulting, Digital Marketing",Digital Marketing powered by Data & Technology; fueled by Design thinking,Undisclosed,1140351.0,Series A,2018
Wishup,Azadpur,"Consumer Applications, Information Services, Location Based Services, Virtual Assistant",Premium Personal Assistance service,Undisclosed,1140351.0,Seed,2018
India Accelerator,Gurgaon,"Communities, Coworking, Incubators",India Accelerator runs mentorship-driven incubation and acceleration programs for start ups.,Undisclosed,1140351.0,Angel,2018
Guardian.in,Mumbai,Health Care,GNC is a leading global specialty retailer of health and wellness products that takes pride to be the world's largest company,Undisclosed,1140351.0,Seed,2018
Asteria Aerospace,Bengaluru,Aerospace,Asteria Aerospace is a robotics and artificial intelligence company.,Undisclosed,1140351.0,Seed,2018
Ultraviolette Automotive,Bengaluru,"Automotive, Electric Vehicle, Energy Storage",Ultraviolette is a startup working on electric two-wheelers and energy infrastructure.,Undisclosed,877.0,Series A,2018
Next Digital Solutions,Kota,"Digital Marketing, SEM, SEO, Web Development",Next Digital Solutions is website design & Digital Marketing development company.,Undisclosed,1462.0,Angel,2018
Aavas Financiers,Jaipur,"Finance, Financial Services","Aavas Financiers is engaged in the business of providing housing loans, primarily in the un-served, unreached and under-served market.",Undisclosed,29239766.0,Post-IPO Debt,2018
MadGuy Labs,Hyderabad,E-Learning,MadGuy Labs is a Online Test-prep Platform.,Undisclosed,150000.0,Venture - Series Unknown,2018
SEDEMAC Mechatronics,Mumbai,"Automotive, Electric Vehicle, Renewable Energy",SEDEMAC Mechatronics is technology company that distributes control-intensive products for automobiles.,Undisclosed,1140351.0,Venture - Series Unknown,2018
Moglix,Noida,"B2B, E-Commerce, Mobile","Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",Undisclosed,23000000.0,Series C,2018
APAC Financial Services,Mumbai,"Finance, Financial Services",APAC Financial Services is a financial services platform.,Undisclosed,36549708.0,Private Equity,2018
Satin Creditcare Network Limited (SCNL),Delhi,"Banking, Finance, Financial Services, Non Profit",Satin is a non-banking finance company providing individual loans to urban shopkeepers.,Undisclosed,30000000.0,Post-IPO Debt,2018
OneAssist,Mumbai,"Financial Services, SaaS, Security",OneAssist is a protection & assistance services platform.,Undisclosed,2400000.0,Debt Financing,2018
DataTrained,Bengaluru,"EdTech, Education","DataTrained is a educational platform, which operates an ed-tech startup on data science",Undisclosed,1754386.0,Seed,2018
Adiuvo Diagnostics,Chennai,Health Diagnostics,Adiuvo Diagnostics is a medical diagnostic device company based in India.,Undisclosed,1140351.0,Seed,2018
Portea Medical,Bengaluru,"Health Care, Hospital, Medical",Portea Medical is the largest and fastest growing provider of in-home medical care in India today with a 24-city network.,Undisclosed,3654971.0,Debt Financing,2018
Generico,Mumbai,"Health Care, Medical, Pharmaceutical",Generico is the fastest growing specialized pharmacy retail chain of Generic medicines.,Undisclosed,1140351.0,Series A,2018
MobiKwik,Gurgaon,"Consumer Lending, Financial Services, FinTech, Insurance, Lending, Mobile Payments, Payments, Wealth Management",MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,Undisclosed,3508772.0,Series E,2018
Impact Guru,Mumbai,"Creative Agency, Crowdfunding, EdTech, Health Care, Internet, Medical, Non Profit, Personal Health","We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",Undisclosed,2000000.0,Series A,2018
Be U Salons,Delhi,"Apps, Beauty, Consumer, Retail",Be U is India's first subscription based Salon Chain.,Undisclosed,438596.0,Seed,2018
Jagaran Microfin,Kolkata,NaN,Jagaran Microfin is a Microfinance institution which achieves a healthy amalgamation of social and financial,Undisclosed,8040936.0,Debt Financing,2018
Toppr,Mumbai,"EdTech, Education, Knowledge Management",Toppr.com is an online preparation platform for entrance exams in India.,Undisclosed,35000000.0,Series C,2018
Nutrisattva (Proliva),Anand,"Fitness, Food and Beverage, Health Care, Nutrition",Nutrisattva is a protein innovation compan,Undisclosed,1140351.0,Angel,2018
Milkbasket,Haryana,"E-Commerce, Food and Beverage, Internet","Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",Undisclosed,7000000.0,Series A,2018
Swiggy,Bengaluru,"Food Delivery, Food Processing, Internet",Swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,Undisclosed,1000000000.0,Series H,2018
Stones2Milestones,Gurgaon,"E-Learning, Education, Higher Education",Stones2milestones is a Gurgaon Based Learning Company.,Undisclosed,1140351.0,Seed,2018
Dee Dee Labs,Pune,"Embedded Systems, Health Care, Medical, Product Research",Dee Dee Labs is design and development lab with a primary focus on the development of next generation of bionic prostheses.,Undisclosed,1140351.0,Seed,2018
Enakshi,Ahmedabad,Fashion,Enakshi is an online apparel brand for women.,Undisclosed,116959.0,Seed,2018
University Living,Delhi,Education,University Living is an online global student housing marketplace.,Undisclosed,1140351.0,Seed,2018
PregBuddy,Bengaluru,"Enterprise Software, Health Care, Hospital, Parenting, Personal Health, SaaS",PregBuddy is a smart connected care platform for expecting mothers.,Undisclosed,1140351.0,Seed,2018
BlueJack,Delhi,Autonomous Vehicles,Delhi-based online used vehicles marketplace.,Undisclosed,935673.0,Seed,2018
Sleepy Owl Coffee,Delhi,Food and Beverage,"Makers of a signature coffee that's exceptional in taste. It's super easy to brew, requires no equipment & ships to your door.",Undisclosed,511696.0,Seed,2018
Antariksh Waste Ventures Pvt ltd,Chennai,"Internet of Things, Waste Management",Waste Management for Smart Cities,Undisclosed,7310.0,Seed,2018
AppWharf,Delhi,"Artificial Intelligence, Product Search, SaaS, Service Industry, Software",Appwharf is an intelligent assistant that helps find you the best-fit SaaS for your business.,Undisclosed,1140351.0,Seed,2018
Pitstop,Bengaluru,"Automotive, Search Engine, Service Industry",Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,Undisclosed,1461988.0,Seed,2018
Wide Mobility Mechatronics,Bengaluru,Industrial Automation,Wide Mobility Mechatronics is a Private Company limited by Shares,Undisclosed,1140351.0,Seed,2018
Freshboxx,Hubli,Food Delivery,"Freshboxx is incubated at Sandbox Startups, a unit of the Deshpande Foundation.",Undisclosed,1140351.0,Seed,2018
AgNext Technologies,Mohali,"Agriculture, Analytics, Big Data, Farming",AgNext is an agricultural sensing and solutions company focused on building data-driven solutions for agricultural stakeholders,Undisclosed,1140351.0,Series A,2018
Flock,India,"Apps, Collaboration, Developer Platform, Enterprise Software, Messaging, Productivity Tools, Video Chat",Flock is a real-time messaging and collaboration app for teams that speeds up and simplifies communication and boosts productivity.,Undisclosed,1140351.0,Seed,2018
BizCrum Infotech Pvt. Ltd.,Delhi,"B2B, Shoes",Building Transactionary B2B Marketplaces,Undisclosed,1140351.0,Seed,2018
Microchip Payments,Bengaluru,Mobile Payments,Microchip payments is a mobile-based payment application and point-of-sale device,Undisclosed,1140351.0,Seed,2018
Freightwalla,Mumbai,"Information Services, Information Technology",Freightwalla is an international forwarder thats helps you manage supply chain by providing online tools including instant quotations.,Undisclosed,1140351.0,Seed,2018
Hyperdata.IO,Hyderabad,Market Research,Hyperdata combines advanced machine learning with human intelligence.,Undisclosed,730994.0,Angel,2018
Tripshelf,Kalkaji,"Internet, Leisure, Marketplace",Tripshelf is an online market place for holiday packages.,Undisclosed,233918.0,Seed,2018
Eunimart,Hyderabad,"E-Commerce Platforms, Retail, SaaS",Eunimart is a one stop solution for merchants to create a difference by selling globally.,Undisclosed,1140351.0,Seed,2018
MyLoanCare,Gurgaon,"Credit, Financial Services, Lending, Marketplace",Leading Online Loans Marketplace in India,Undisclosed,950292.0,Series A,2018
Hashtag Loyalty Private Limited,Mumbai,"Analytics, CRM, Loyalty Programs, Machine Learning, Marketing Automation, Retail Technology, SaaS, Small and Medium Businesses",Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,Undisclosed,1140351.0,Seed,2018
Emojifi,Bengaluru,Internet,"Emojifi is an app that provides live emoji, stickers & GIFs suggestions based on the typed words across chat platforms.",Undisclosed,1140351.0,Seed,2018
&ME,Bengaluru,"Food and Beverage, Food Processing, Nutrition",Food and Beverage startup focussing on developing products using ayurveda with modern science for women empowerment and fitness.,Undisclosed,1140351.0,Seed,2018
NicheAI,Hyderabad,Artificial Intelligence,Early stage Artificial Intelligence (AI) start up.,Undisclosed,1140351.0,Angel,2018
Loanzen,Bengaluru,Financial Services,Loanzen helps small businesses get unsecured working capital loans against their their pending invoices.,Undisclosed,1140351.0,Seed,2018
MedCords,Pune,Wellness,Medcords is India’s first holistic healthcare ecosystem on a cloud platform that makes health management easier,Undisclosed,385965.0,Seed,2018
Bombay Shaving Company,Delhi,"Consumer Goods, Lifestyle, Men's",Bombay Shaving Company is a Men's grooming startup,Undisclosed,1140351.0,Series A,2018
Sensibull,Bengaluru,Trading Platform,Investment Management Platform,Undisclosed,365497.0,Seed,2018
Sattviko,Delhi,"Food Processing, Retail",Sattviko fosters wellness and shares Indianness through the Sattvik way of cooking that is wholesome and tasty!,Undisclosed,1140351.0,Angel,2018
alphaics Corporation,Bengaluru,"Cloud Computing, Computer, Semiconductor",Advancing AI compute,Undisclosed,1140351.0,Seed,2018
Rooter,India,Sports,Rooter is a mobile-based platform,Undisclosed,657895.0,Seed,2018
MissMalini Entertainment,Mumbai,NaN,"MissMalini Entertainment is a multi-platform new media network dedicated to Entertaining, Connecting & Empowering young Indians.",Undisclosed,1520468.0,Seed,2018
Arogya MedTech,Kolkata,"Health Care, Medical",Arogya MedTech is a Research & Development organization in Bio-Medical industry.,Undisclosed,219298.0,Seed,2018
Chariot Tech,Delhi,"Internet of Things, Telecommunications",Chariot Tech is an Internet of Things (IoT) startup based in New Delhi.,Undisclosed,292398.0,Seed,2018
Notesgen,Delhi,"EdTech, Education, Enterprise Software, Peer to Peer",A Global Peer-to-Peer and Peer-to-Group Learning Platform that helps students supplement their academic & competitive exam prep.,Undisclosed,182749.0,Seed,2018
Dainik Jagran,Kanpur,"Media and Entertainment, News, Outdoors",Dainik Jagran is a media and communications group.,Undisclosed,584795.0,Seed,2018
Chai Kings,Chennai,"Food and Beverage, Tea",Chai Kings is a tea retail chain,Undisclosed,292398.0,Seed,2018
Tolet for Students,Jodhpur,Hospitality,"Reserve your Room, Hostel or Paying Guest, while relocating for higher education.",Undisclosed,73099.0,Seed,2018
Keito,Pune,"Artificial Intelligence, Machine Learning, SaaS, Virtual Assistant",Building an Intelligent Digital Assistant.,Undisclosed,1140351.0,Seed,2018
Pooltoo,Delhi,Transportation,Pooltoo offers a premium ride sharing platform.,Undisclosed,1140351.0,Seed,2018
UClean,India,"Clean Energy, CleanTech, Laundry and Dry-cleaning",UClean is a tech enabled laundry service provider.,Undisclosed,584795.0,Seed,2018
